performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,envsatisfaction_text,satisfaction_text_job,satisfaction_text_rel,rating_text_self,managerrating_text,reviewyear,previous_manager_rating,days_since_last_review,id,worklifebalance_text
PR450,05ED-92F1,2015-01-10,5,4,3,3,3,2,5,4,Very Satisfied,Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2015,3.0,365.0,2,Dissatisfied
PR861,05ED-92F1,2016-01-10,4,4,3,2,0,2,5,4,Satisfied,Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2016,4.0,365.0,2,Dissatisfied
PR1390,05ED-92F1,2017-01-09,4,5,3,1,1,3,4,3,Satisfied,Very Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2017,4.0,365.0,3,Neutral
PR2022,05ED-92F1,2018-01-09,5,4,3,3,0,5,4,3,Very Satisfied,Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2018,3.0,365.0,5,Very Satisfied
PR2746,05ED-92F1,2019-01-09,3,3,4,1,1,2,4,3,Neutral,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2019,3.0,365.0,2,Dissatisfied
PR3587,05ED-92F1,2020-01-09,4,4,2,3,1,3,4,4,Satisfied,Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2020,3.0,365.0,3,Neutral
PR4552,05ED-92F1,2021-01-08,3,1,1,2,2,4,5,4,Neutral,Very Dissatisfied,Very Dissatisfied,Above And Beyond,Exceeds Expectation,2021,4.0,365.0,4,Satisfied
PR5610,05ED-92F1,2022-01-08,3,5,4,1,3,4,4,3,Neutral,Very Satisfied,Satisfied,Exceeds Expectation,Meets Expectation,2022,4.0,365.0,4,Satisfied
PR3840,05F0-6F7B,2020-04-02,2,4,2,2,1,1,5,5,Dissatisfied,Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2020,,,1,Very Dissatisfied
PR4829,05F0-6F7B,2021-04-02,3,3,4,2,1,3,3,3,Neutral,Neutral,Satisfied,Meets Expectation,Meets Expectation,2021,5.0,365.0,3,Neutral
PR5905,05F0-6F7B,2022-04-02,5,3,2,1,0,4,5,5,Very Satisfied,Neutral,Dissatisfied,Above And Beyond,Above And Beyond,2022,3.0,365.0,4,Satisfied
PR3913,0626-7020,2020-04-24,3,5,4,2,1,4,5,5,Neutral,Very Satisfied,Satisfied,Above And Beyond,Above And Beyond,2020,,,4,Satisfied
PR4905,0626-7020,2021-04-24,3,5,4,3,2,4,4,3,Neutral,Very Satisfied,Satisfied,Exceeds Expectation,Meets Expectation,2021,5.0,365.0,4,Satisfied
PR5981,0626-7020,2022-04-24,3,5,2,1,2,4,5,5,Neutral,Very Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2022,3.0,365.0,4,Satisfied
PR04,0678-748A,2013-01-04,5,3,2,2,0,2,3,2,Very Satisfied,Neutral,Dissatisfied,Meets Expectation,Needs Improvement,2013,,,2,Dissatisfied
PR156,0678-748A,2014-01-04,5,3,5,3,3,4,3,2,Very Satisfied,Neutral,Very Satisfied,Meets Expectation,Needs Improvement,2014,2.0,365.0,4,Satisfied
PR443,0678-748A,2015-01-04,5,3,3,3,0,5,3,2,Very Satisfied,Neutral,Neutral,Meets Expectation,Needs Improvement,2015,2.0,365.0,5,Very Satisfied
PR854,0678-748A,2016-01-04,5,3,4,2,1,3,5,4,Very Satisfied,Neutral,Satisfied,Above And Beyond,Exceeds Expectation,2016,2.0,365.0,3,Neutral
PR1382,0678-748A,2017-01-03,3,2,3,3,2,2,3,3,Neutral,Dissatisfied,Neutral,Meets Expectation,Meets Expectation,2017,4.0,365.0,2,Dissatisfied
PR2013,0678-748A,2018-01-03,4,2,4,3,2,5,4,3,Satisfied,Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2018,3.0,365.0,5,Very Satisfied
PR2736,0678-748A,2019-01-03,4,5,2,1,1,5,3,2,Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2019,3.0,365.0,5,Very Satisfied
PR3573,0678-748A,2020-01-03,5,5,2,1,0,3,5,4,Very Satisfied,Very Satisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2020,2.0,365.0,3,Neutral
PR4535,0678-748A,2021-01-02,5,5,5,3,3,2,4,3,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2021,4.0,365.0,2,Dissatisfied
PR5590,0678-748A,2022-01-02,3,2,4,1,0,2,3,2,Neutral,Dissatisfied,Satisfied,Meets Expectation,Needs Improvement,2022,3.0,365.0,2,Dissatisfied
PR1362,0697-ADC3,2016-12-22,3,4,4,3,2,3,3,2,Neutral,Satisfied,Satisfied,Meets Expectation,Needs Improvement,2016,,,3,Neutral
PR1991,0697-ADC3,2017-12-22,4,4,4,2,1,3,3,2,Satisfied,Satisfied,Satisfied,Meets Expectation,Needs Improvement,2017,2.0,365.0,3,Neutral
PR2710,0697-ADC3,2018-12-22,5,4,2,3,2,2,3,2,Very Satisfied,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2018,2.0,365.0,2,Dissatisfied
PR3540,0697-ADC3,2019-12-22,5,2,2,1,1,5,4,4,Very Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2019,2.0,365.0,5,Very Satisfied
PR4496,0697-ADC3,2020-12-21,5,4,5,1,1,2,3,3,Very Satisfied,Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2020,4.0,365.0,2,Dissatisfied
PR5548,0697-ADC3,2021-12-21,3,4,2,1,1,4,5,4,Neutral,Satisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2021,3.0,365.0,4,Satisfied
PR6676,0697-ADC3,2022-12-21,4,5,2,1,0,4,5,5,Satisfied,Very Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2022,4.0,365.0,4,Satisfied
PR236,06B9-B79D,2014-03-05,3,4,5,1,0,4,5,4,Neutral,Satisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2014,,,4,Satisfied
PR543,06B9-B79D,2015-03-05,5,2,4,2,1,2,4,3,Very Satisfied,Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2015,4.0,365.0,2,Dissatisfied
PR972,06B9-B79D,2016-03-04,5,4,4,2,1,2,5,4,Very Satisfied,Satisfied,Satisfied,Above And Beyond,Exceeds Expectation,2016,3.0,365.0,2,Dissatisfied
PR1517,06B9-B79D,2017-03-04,3,3,2,3,0,5,4,3,Neutral,Neutral,Dissatisfied,Exceeds Expectation,Meets Expectation,2017,4.0,365.0,5,Very Satisfied
PR2158,06B9-B79D,2018-03-04,5,2,5,1,1,3,3,2,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Needs Improvement,2018,3.0,365.0,3,Neutral
PR2893,06B9-B79D,2019-03-04,4,3,2,3,0,3,4,4,Satisfied,Neutral,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2019,2.0,365.0,3,Neutral
PR3748,06B9-B79D,2020-03-03,5,2,2,2,2,4,5,4,Very Satisfied,Dissatisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2020,4.0,365.0,4,Satisfied
PR4728,06B9-B79D,2021-03-03,4,5,4,3,1,4,3,2,Satisfied,Very Satisfied,Satisfied,Meets Expectation,Needs Improvement,2021,4.0,365.0,4,Satisfied
PR5794,06B9-B79D,2022-03-03,3,4,5,1,1,4,4,4,Neutral,Satisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2022,2.0,365.0,4,Satisfied
PR346,06DE-E772,2014-05-25,3,5,4,2,2,5,4,4,Neutral,Very Satisfied,Satisfied,Exceeds Expectation,Exceeds Expectation,2014,,,5,Very Satisfied
PR679,06DE-E772,2015-05-25,3,4,5,1,1,2,3,2,Neutral,Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2015,4.0,365.0,2,Dissatisfied
PR1129,06DE-E772,2016-05-24,4,3,3,1,2,2,4,3,Satisfied,Neutral,Neutral,Exceeds Expectation,Meets Expectation,2016,2.0,365.0,2,Dissatisfied
PR1688,06DE-E772,2017-05-24,4,2,3,2,1,4,5,5,Satisfied,Dissatisfied,Neutral,Above And Beyond,Above And Beyond,2017,3.0,365.0,4,Satisfied
PR2349,06DE-E772,2018-05-24,3,3,2,1,1,5,3,3,Neutral,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,2018,5.0,365.0,5,Very Satisfied
PR3111,06DE-E772,2019-05-24,5,4,4,2,0,2,4,4,Very Satisfied,Satisfied,Satisfied,Exceeds Expectation,Exceeds Expectation,2019,3.0,365.0,2,Dissatisfied
PR4001,06DE-E772,2020-05-23,5,4,4,3,1,5,3,3,Very Satisfied,Satisfied,Satisfied,Meets Expectation,Meets Expectation,2020,4.0,365.0,5,Very Satisfied
PR5001,06DE-E772,2021-05-23,2,3,3,2,0,1,5,4,Dissatisfied,Neutral,Neutral,Above And Beyond,Exceeds Expectation,2021,3.0,365.0,1,Very Dissatisfied
PR6086,06DE-E772,2022-05-23,3,3,4,3,0,2,3,2,Neutral,Neutral,Satisfied,Meets Expectation,Needs Improvement,2022,4.0,365.0,2,Dissatisfied
PR355,06E8-4FD4,2014-06-05,5,2,3,1,0,3,3,2,Very Satisfied,Dissatisfied,Neutral,Meets Expectation,Needs Improvement,2014,,,3,Neutral
PR691,06E8-4FD4,2015-06-05,4,3,5,3,0,2,5,5,Satisfied,Neutral,Very Satisfied,Above And Beyond,Above And Beyond,2015,2.0,365.0,2,Dissatisfied
PR1149,06E8-4FD4,2016-06-04,3,2,3,1,1,4,3,3,Neutral,Dissatisfied,Neutral,Meets Expectation,Meets Expectation,2016,5.0,365.0,4,Satisfied
PR1710,06E8-4FD4,2017-06-04,4,5,2,1,3,5,4,4,Satisfied,Very Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2017,3.0,365.0,5,Very Satisfied
PR2374,06E8-4FD4,2018-06-04,5,4,3,1,1,4,5,4,Very Satisfied,Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2018,4.0,365.0,4,Satisfied
PR3141,06E8-4FD4,2019-06-04,3,2,5,3,1,5,4,3,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2019,4.0,365.0,5,Very Satisfied
PR4032,06E8-4FD4,2020-06-03,5,3,2,3,1,4,3,3,Very Satisfied,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,2020,3.0,365.0,4,Satisfied
PR5034,06E8-4FD4,2021-06-03,3,3,3,2,3,3,5,5,Neutral,Neutral,Neutral,Above And Beyond,Above And Beyond,2021,3.0,365.0,3,Neutral
PR6120,06E8-4FD4,2022-06-03,5,3,5,2,1,3,3,3,Very Satisfied,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,2022,5.0,365.0,3,Neutral
PR5014,0742-C802,2021-05-27,5,4,5,3,3,5,3,2,Very Satisfied,Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2021,,,5,Very Satisfied
PR6100,0742-C802,2022-05-27,5,4,5,3,3,2,3,2,Very Satisfied,Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2022,2.0,365.0,2,Dissatisfied
PR98,076F-8AA3,2013-04-07,4,2,3,2,1,3,3,3,Satisfied,Dissatisfied,Neutral,Meets Expectation,Meets Expectation,2013,,,3,Neutral
PR278,076F-8AA3,2014-04-07,5,2,5,3,0,4,3,2,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Needs Improvement,2014,3.0,365.0,4,Satisfied
PR597,076F-8AA3,2015-04-07,4,2,5,1,0,5,4,4,Satisfied,Dissatisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2015,2.0,365.0,5,Very Satisfied
PR1034,076F-8AA3,2016-04-06,3,2,3,3,2,4,4,3,Neutral,Dissatisfied,Neutral,Exceeds Expectation,Meets Expectation,2016,4.0,365.0,4,Satisfied
PR1582,076F-8AA3,2017-04-06,4,3,5,2,1,3,3,3,Satisfied,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,2017,3.0,365.0,3,Neutral
PR2234,076F-8AA3,2018-04-06,3,5,2,1,1,4,3,3,Neutral,Very Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,2018,3.0,365.0,4,Satisfied
PR2980,076F-8AA3,2019-04-06,4,3,5,1,1,2,4,4,Satisfied,Neutral,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2019,3.0,365.0,2,Dissatisfied
PR3849,076F-8AA3,2020-04-05,5,3,4,1,1,3,3,2,Very Satisfied,Neutral,Satisfied,Meets Expectation,Needs Improvement,2020,4.0,365.0,3,Neutral
PR4838,076F-8AA3,2021-04-05,4,3,5,3,1,5,3,2,Satisfied,Neutral,Very Satisfied,Meets Expectation,Needs Improvement,2021,2.0,365.0,5,Very Satisfied
PR5915,076F-8AA3,2022-04-05,1,4,3,3,0,4,4,4,Very Dissatisfied,Satisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2022,2.0,365.0,4,Satisfied
PR2484,07AF-3631,2018-08-02,4,3,5,2,1,3,4,3,Satisfied,Neutral,Very Satisfied,Exceeds Expectation,Meets Expectation,2018,,,3,Neutral
PR3275,07AF-3631,2019-08-02,3,2,4,2,1,3,5,5,Neutral,Dissatisfied,Satisfied,Above And Beyond,Above And Beyond,2019,3.0,365.0,3,Neutral
PR4184,07AF-3631,2020-08-01,4,3,2,2,1,3,5,5,Satisfied,Neutral,Dissatisfied,Above And Beyond,Above And Beyond,2020,5.0,365.0,3,Neutral
PR5200,07AF-3631,2021-08-01,4,3,3,2,1,2,3,3,Satisfied,Neutral,Neutral,Meets Expectation,Meets Expectation,2021,5.0,365.0,2,Dissatisfied
PR592,07B2-D67A,2015-04-03,5,3,5,3,0,4,3,2,Very Satisfied,Neutral,Very Satisfied,Meets Expectation,Needs Improvement,2015,,,4,Satisfied
PR1028,07B2-D67A,2016-04-02,4,4,5,3,1,4,5,4,Satisfied,Satisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2016,2.0,365.0,4,Satisfied
PR1574,07B2-D67A,2017-04-02,3,5,3,1,3,3,4,4,Neutral,Very Satisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2017,4.0,365.0,3,Neutral
PR2224,07B2-D67A,2018-04-02,3,4,2,3,0,4,3,2,Neutral,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2018,4.0,365.0,4,Satisfied
PR2969,07B2-D67A,2019-04-02,4,4,5,1,0,5,5,5,Satisfied,Satisfied,Very Satisfied,Above And Beyond,Above And Beyond,2019,2.0,365.0,5,Very Satisfied
PR3836,07B2-D67A,2020-04-01,3,3,4,3,0,2,3,3,Neutral,Neutral,Satisfied,Meets Expectation,Meets Expectation,2020,5.0,365.0,2,Dissatisfied
PR4825,07B2-D67A,2021-04-01,3,3,4,1,1,2,5,5,Neutral,Neutral,Satisfied,Above And Beyond,Above And Beyond,2021,3.0,365.0,2,Dissatisfied
PR5901,07B2-D67A,2022-04-01,4,4,3,2,1,4,5,4,Satisfied,Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2022,5.0,365.0,4,Satisfied
PR3160,07C3-7429,2019-06-15,4,3,2,2,1,5,3,2,Satisfied,Neutral,Dissatisfied,Meets Expectation,Needs Improvement,2019,,,5,Very Satisfied
PR4056,07C3-7429,2020-06-14,4,5,2,3,0,5,3,3,Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,2020,2.0,365.0,5,Very Satisfied
PR5059,07C3-7429,2021-06-14,5,5,2,3,0,3,3,2,Very Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2021,3.0,365.0,3,Neutral
PR6153,07C3-7429,2022-06-14,5,3,3,1,0,3,3,2,Very Satisfied,Neutral,Neutral,Meets Expectation,Needs Improvement,2022,2.0,365.0,3,Neutral
PR2540,07F1-62C3,2018-09-08,5,2,5,2,3,5,3,3,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,2018,,,5,Very Satisfied
PR3345,07F1-62C3,2019-09-08,5,3,5,2,0,3,3,2,Very Satisfied,Neutral,Very Satisfied,Meets Expectation,Needs Improvement,2019,3.0,365.0,3,Neutral
PR4269,07F1-62C3,2020-09-07,4,3,4,3,1,5,4,3,Satisfied,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2020,2.0,365.0,5,Very Satisfied
PR5296,07F1-62C3,2021-09-07,4,2,2,2,1,2,3,3,Satisfied,Dissatisfied,Dissatisfied,Meets Expectation,Meets Expectation,2021,3.0,365.0,2,Dissatisfied
PR6402,07F1-62C3,2022-09-07,3,4,4,2,0,2,5,5,Neutral,Satisfied,Satisfied,Above And Beyond,Above And Beyond,2022,3.0,365.0,2,Dissatisfied
PR394,07F5-A45D,2014-09-23,1,2,1,3,2,2,5,4,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Above And Beyond,Exceeds Expectation,2014,,,2,Dissatisfied
PR767,07F5-A45D,2015-09-23,4,2,3,3,1,2,4,4,Satisfied,Dissatisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2015,4.0,365.0,2,Dissatisfied
PR1260,07F5-A45D,2016-09-22,4,4,4,2,0,5,3,3,Satisfied,Satisfied,Satisfied,Meets Expectation,Meets Expectation,2016,4.0,365.0,5,Very Satisfied
PR1858,07F5-A45D,2017-09-22,4,4,4,2,2,4,4,3,Satisfied,Satisfied,Satisfied,Exceeds Expectation,Meets Expectation,2017,3.0,365.0,4,Satisfied
PR2555,07F5-A45D,2018-09-22,4,5,4,2,0,5,5,5,Satisfied,Very Satisfied,Satisfied,Above And Beyond,Above And Beyond,2018,3.0,365.0,5,Very Satisfied
PR3365,07F5-A45D,2019-09-22,4,2,2,3,1,2,5,4,Satisfied,Dissatisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2019,5.0,365.0,2,Dissatisfied
PR4296,07F5-A45D,2020-09-21,3,2,4,1,0,4,3,3,Neutral,Dissatisfied,Satisfied,Meets Expectation,Meets Expectation,2020,4.0,365.0,4,Satisfied
PR5324,07F5-A45D,2021-09-21,3,2,2,1,1,3,3,3,Neutral,Dissatisfied,Dissatisfied,Meets Expectation,Meets Expectation,2021,3.0,365.0,3,Neutral
PR6430,07F5-A45D,2022-09-21,2,1,2,3,0,3,4,3,Dissatisfied,Very Dissatisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2022,3.0,365.0,3,Neutral
PR4309,07F6-D61B,2020-09-26,3,3,3,2,0,5,5,5,Neutral,Neutral,Neutral,Above And Beyond,Above And Beyond,2020,,,5,Very Satisfied
PR5339,07F6-D61B,2021-09-26,4,3,5,1,3,4,3,2,Satisfied,Neutral,Very Satisfied,Meets Expectation,Needs Improvement,2021,5.0,365.0,4,Satisfied
PR6444,07F6-D61B,2022-09-26,3,4,5,1,1,3,3,2,Neutral,Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2022,2.0,365.0,3,Neutral
PR4796,0846-2064,2021-03-23,3,1,1,1,1,2,4,4,Neutral,Very Dissatisfied,Very Dissatisfied,Exceeds Expectation,Exceeds Expectation,2021,,,2,Dissatisfied
PR5867,0846-2064,2022-03-23,3,4,4,1,0,3,3,2,Neutral,Satisfied,Satisfied,Meets Expectation,Needs Improvement,2022,4.0,365.0,3,Neutral
PR808,085C-7FC2,2015-11-21,5,4,5,3,1,5,3,2,Very Satisfied,Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2015,,,5,Very Satisfied
PR1323,085C-7FC2,2016-11-20,4,5,2,2,3,4,3,2,Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2016,2.0,365.0,4,Satisfied
PR1947,085C-7FC2,2017-11-20,5,3,4,1,0,4,5,4,Very Satisfied,Neutral,Satisfied,Above And Beyond,Exceeds Expectation,2017,2.0,365.0,4,Satisfied
PR2658,085C-7FC2,2018-11-20,5,5,5,1,2,5,5,5,Very Satisfied,Very Satisfied,Very Satisfied,Above And Beyond,Above And Beyond,2018,4.0,365.0,5,Very Satisfied
PR3480,085C-7FC2,2019-11-20,3,5,2,1,2,2,3,2,Neutral,Very Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2019,5.0,365.0,2,Dissatisfied
PR4429,085C-7FC2,2020-11-19,5,3,5,2,0,5,4,3,Very Satisfied,Neutral,Very Satisfied,Exceeds Expectation,Meets Expectation,2020,2.0,365.0,5,Very Satisfied
PR5473,085C-7FC2,2021-11-19,4,3,2,2,2,4,5,4,Satisfied,Neutral,Dissatisfied,Above And Beyond,Exceeds Expectation,2021,3.0,365.0,4,Satisfied
PR6591,085C-7FC2,2022-11-19,5,4,2,3,1,4,5,4,Very Satisfied,Satisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2022,4.0,365.0,4,Satisfied
PR1297,0868-097F,2016-10-31,4,5,5,2,1,4,4,4,Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2016,,,4,Satisfied
PR1910,0868-097F,2017-10-31,5,4,3,1,1,2,4,3,Very Satisfied,Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2017,4.0,365.0,2,Dissatisfied
PR2619,0868-097F,2018-10-31,5,2,2,3,1,5,5,4,Very Satisfied,Dissatisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2018,3.0,365.0,5,Very Satisfied
PR3438,0868-097F,2019-10-31,4,1,4,1,2,1,3,3,Satisfied,Very Dissatisfied,Satisfied,Meets Expectation,Meets Expectation,2019,4.0,365.0,1,Very Dissatisfied
PR4380,0868-097F,2020-10-30,4,4,2,1,3,4,4,3,Satisfied,Satisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2020,3.0,365.0,4,Satisfied
PR5417,0868-097F,2021-10-30,4,2,2,3,3,4,3,3,Satisfied,Dissatisfied,Dissatisfied,Meets Expectation,Meets Expectation,2021,3.0,365.0,4,Satisfied
PR6532,0868-097F,2022-10-30,2,1,4,3,2,3,4,3,Dissatisfied,Very Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2022,3.0,365.0,3,Neutral
PR6647,08AC-30AB,2022-12-10,5,3,3,1,0,5,3,2,Very Satisfied,Neutral,Neutral,Meets Expectation,Needs Improvement,2022,,,5,Very Satisfied
PR322,08E4-D3D5,2014-05-07,3,2,5,1,0,3,3,2,Neutral,Dissatisfied,Very Satisfied,Meets Expectation,Needs Improvement,2014,,,3,Neutral
PR650,08E4-D3D5,2015-05-07,4,4,3,3,2,2,4,3,Satisfied,Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2015,2.0,365.0,2,Dissatisfied
PR1093,08E4-D3D5,2016-05-06,1,4,2,1,2,3,3,2,Very Dissatisfied,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2016,3.0,365.0,3,Neutral
PR1648,08E4-D3D5,2017-05-06,3,2,4,2,0,4,5,5,Neutral,Dissatisfied,Satisfied,Above And Beyond,Above And Beyond,2017,2.0,365.0,4,Satisfied
PR2308,08E4-D3D5,2018-05-06,5,5,2,2,1,3,3,3,Very Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,2018,5.0,365.0,3,Neutral
PR3062,08E4-D3D5,2019-05-06,5,3,4,2,0,3,3,2,Very Satisfied,Neutral,Satisfied,Meets Expectation,Needs Improvement,2019,3.0,365.0,3,Neutral
PR3946,08E4-D3D5,2020-05-05,4,3,2,2,1,2,3,2,Satisfied,Neutral,Dissatisfied,Meets Expectation,Needs Improvement,2020,2.0,365.0,2,Dissatisfied
PR4942,08E4-D3D5,2021-05-05,4,1,4,3,2,3,5,5,Satisfied,Very Dissatisfied,Satisfied,Above And Beyond,Above And Beyond,2021,2.0,365.0,3,Neutral
PR6021,08E4-D3D5,2022-05-05,5,4,4,3,1,3,5,5,Very Satisfied,Satisfied,Satisfied,Above And Beyond,Above And Beyond,2022,5.0,365.0,3,Neutral
PR2697,08FC-817E,2018-12-15,5,3,4,2,3,3,4,3,Very Satisfied,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2018,,,3,Neutral
PR3525,08FC-817E,2019-12-15,3,2,4,1,1,2,4,3,Neutral,Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2019,3.0,365.0,2,Dissatisfied
PR4478,08FC-817E,2020-12-14,5,2,4,2,1,5,3,2,Very Satisfied,Dissatisfied,Satisfied,Meets Expectation,Needs Improvement,2020,3.0,365.0,5,Very Satisfied
PR5528,08FC-817E,2021-12-14,4,2,3,1,1,2,5,4,Satisfied,Dissatisfied,Neutral,Above And Beyond,Exceeds Expectation,2021,2.0,365.0,2,Dissatisfied
PR6656,08FC-817E,2022-12-14,3,4,2,3,0,3,3,2,Neutral,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2022,4.0,365.0,3,Neutral
PR3561,097B-A688,2019-12-30,4,3,2,2,0,2,3,3,Satisfied,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,2019,,,2,Dissatisfied
PR4520,097B-A688,2020-12-29,4,2,4,2,1,4,4,4,Satisfied,Dissatisfied,Satisfied,Exceeds Expectation,Exceeds Expectation,2020,3.0,365.0,4,Satisfied
PR5575,097B-A688,2021-12-29,4,2,2,3,2,2,4,3,Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2021,4.0,365.0,2,Dissatisfied
PR6706,097B-A688,2022-12-29,4,3,4,2,0,1,5,5,Satisfied,Neutral,Satisfied,Above And Beyond,Above And Beyond,2022,3.0,365.0,1,Very Dissatisfied
PR3266,09D2-46BD,2019-07-28,5,2,4,1,1,2,3,2,Very Satisfied,Dissatisfied,Satisfied,Meets Expectation,Needs Improvement,2019,,,2,Dissatisfied
PR4175,09D2-46BD,2020-07-27,3,3,3,2,1,5,5,5,Neutral,Neutral,Neutral,Above And Beyond,Above And Beyond,2020,2.0,365.0,5,Very Satisfied
PR5191,09D2-46BD,2021-07-27,4,5,3,2,2,5,3,2,Satisfied,Very Satisfied,Neutral,Meets Expectation,Needs Improvement,2021,5.0,365.0,5,Very Satisfied
PR6294,09D2-46BD,2022-07-27,5,5,3,1,1,4,4,3,Very Satisfied,Very Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2022,2.0,365.0,4,Satisfied
PR140,0A05-3943,2013-05-17,5,4,5,2,1,3,5,4,Very Satisfied,Satisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2013,,,3,Neutral
PR335,0A05-3943,2014-05-17,3,2,3,1,1,4,4,3,Neutral,Dissatisfied,Neutral,Exceeds Expectation,Meets Expectation,2014,4.0,365.0,4,Satisfied
PR666,0A05-3943,2015-05-17,3,5,5,3,2,4,3,3,Neutral,Very Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2015,3.0,365.0,4,Satisfied
PR1113,0A05-3943,2016-05-16,4,2,2,2,0,2,5,5,Satisfied,Dissatisfied,Dissatisfied,Above And Beyond,Above And Beyond,2016,3.0,365.0,2,Dissatisfied
PR1668,0A05-3943,2017-05-16,4,5,2,2,1,2,4,4,Satisfied,Very Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2017,5.0,365.0,2,Dissatisfied
PR2329,0A05-3943,2018-05-16,5,5,3,3,2,2,3,2,Very Satisfied,Very Satisfied,Neutral,Meets Expectation,Needs Improvement,2018,4.0,365.0,2,Dissatisfied
PR3088,0A05-3943,2019-05-16,3,5,2,1,1,4,5,4,Neutral,Very Satisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2019,2.0,365.0,4,Satisfied
PR3974,0A05-3943,2020-05-15,3,2,5,1,0,2,5,4,Neutral,Dissatisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2020,4.0,365.0,2,Dissatisfied
